Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL
BALLANTINE'S MILTONDUFF 15 YEAR,Single Malt,"Speyside, Scotland",3.51,nan,https://distiller.com/spirits/ballantine-s-miltonduff-15-year
BLADNOCH SAMSARA,Single Malt,"Lowlands, Scotland",3.7,79,https://distiller.com/spirits/bladnoch-samsara
LINKWOOD 12 YEAR FLORA & FAUNA,Single Malt,"Speyside, Scotland",3.6,89,https://distiller.com/spirits/linkwood-12-year-flora-fauna
GLEN SCOTIA 12 YEAR,Single Malt,"Campbeltown, Scotland",3.26,89,https://distiller.com/spirits/glen-scotia-12-year-old
GLEN NESS,Single Malt,"Highlanf, Scotland",2.75,nan,https://distiller.com/spirits/glen-ness
GLENGOYNE CASK STRENGTH BATCH NO. 006,Single Malt,"Highlands, Scotland",3.84,nan,https://distiller.com/spirits/glengoyne-cask-strength-batch-6
BALBLAIR 1991 3RD RELEASE,Single Malt,"Highlands, Scotland",4.63,88,https://distiller.com/spirits/balblair-1991-3rd-release
THE BALVENIE TUN 1509 BATCH 4,Single Malt,"Speyside, Scotland",4.67,94,https://distiller.com/spirits/the-balvenie-tun-1509-batch-4
TOMINTOUL TLÀTH,Single Malt,"Speyside, Scotland",3.17,82,https://distiller.com/spirits/tomintoul-tlath
THE SINGLETON OF GLENDULLAN CLASSIC,Single Malt,"Speyside, Scotland",3.87,nan,https://distiller.com/spirits/the-singleton-of-glendullan-classic
KININVIE 17 YEAR,Single Malt,Scotland,4.06,nan,https://distiller.com/spirits/kininvie-17-year
THE MACALLAN OSCURO,Single Malt,"Highlands, Scotland",4.6,nan,https://distiller.com/spirits/the-macallan-oscuro
THE GLENROTHES 18 YEAR,Single Malt,"Speyside, Scotland",4.09,88,https://distiller.com/spirits/the-glenrothes-18-year
OLD PULTENEY 18 YEAR,Single Malt,"Highlands, Scotland",3.87,88,https://distiller.com/spirits/old-pulteney-18-year
GLENFIDDICH MALT MASTER'S EDITION SHERRY CASK,Single Malt,"Speyside, Scotland",3.88,82,https://distiller.com/spirits/glenfiddich-malt-master-s-edition-sherry-cask
GLENMORANGIE TARLOGAN,Single Malt,"Highlands, Scotland",3.77,87,https://distiller.com/spirits/glenmorangie-tarlogan
SPEYBURN ARRANTA CASKS,Single Malt,"Speyside, Scotland",3.89,90,https://distiller.com/spirits/speyburn-arranta-casks
TAMDHU 15 YEAR,Single Malt,"Speyside, Scotland",4.02,90,https://distiller.com/spirits/tamdhu-15-year
AUCHENTOSHAN BLOOD OAK,Single Malt,"Lowlands, Scotland",3.61,89,https://distiller.com/spirits/auchentoshan-blood-oak
GRANGESTONE 18 YEAR,Single Malt,"Highlands, Scotland",3.27,nan,https://distiller.com/spirits/grangestone-18-year
CARDHU AMBER ROCK,Single Malt,"Speyside, Scotland",3.45,75,https://distiller.com/spirits/cardhu-amber-rock
KILCHOMAN MACHIR BAY,Single Malt,"Islay, Scotland",3.68,nan,https://distiller.com/spirits/kilchoman-machir-bay
SPEYBURN 15 YEAR,Single Malt,"Speyside, Scotland",3.82,92,https://distiller.com/spirits/speyburn-15-year
LOCH LOMOND INCHMURRIN MADEIRA WOOD FINISH,Single Malt,"Highlands, Scotland",3.67,87,https://distiller.com/spirits/inchmurrin-madeira-wood-finish
LAPHROAIG 10 YEAR CASK STRENGTH BATCH 007,Single Malt,"I slay, Scotland",3.89,nan,https://distiller.com/spirits/laphroaig-10-year-cask-strength-batch-007
CAOL ILA 18 YEAR (2017 SPECIAL RELEASE),Single Malt,"Islay, Scotland",4.41,93,https://distiller.com/spirits/caol-ila-18-year-2017-special-release
CARDHU 18 YEAR,Single Malt,"Speyside, Scotland",3.79,86,https://distiller.com/spirits/cardhu-18-year
GLENFIDDICH AGE OF DISCOVERY RED WINE CASK 19 YEAR,Single Malt,"Speyside, Scotland",4.04,86,https://distiller.com/spirits/glenfiddich-age-of-discovery-red-wine-cask-19-year
KILCHOMAN MACHIR BAY 2020,Single Malt,"Islay, Scotland",3.78,nan,https://distiller.com/spirits/kilchoman-machir-bay-2020
THE GLENLIVET 12 YEAR ILLICIT STILL,Single Malt,"Speyside, Scotland",3.87,86,https://distiller.com/spirits/the-glenlivet-12-year-illicit-still
THE BALVENIE MADEIRA CASK 21 YEAR,Single Malt,"Speyside, Scotland",4.3,nan,https://distiller.com/spirits/the-balvenie-madeira-cask-21-year
CRAIGELLACHIE 23 YEAR,Single Malt,"Speyside, Scotland",4.26,91,https://distiller.com/spirits/craigellachie-23-year
BENRIACH HEART OF SPEYSIDE,Single Malt,"Speyside, Scotland",3.02,84,https://distiller.com/spirits/benriach-heart-of-speyside
GLENALLACHIE 15 YEAR,Single Malt,"Highlands, Scotland",3.97,nan,https://distiller.com/spirits/glenallachie-15-year
THE ARDMORE HIGHLAND SINGLE MALT SCOTCH WHISKY,Single Malt,"Product of Scotland, Scotland",3.53,nan,https://distiller.com/spirits/the-ardmore-highland-single-malt-scotch-whisky
GLEN MORAY ELGIN HERITAGE 15 YEAR,Single Malt,"Speyside, Scotland",3.43,82,https://distiller.com/spirits/glen-moray-elgin-heritage-15-year
THE MACALLAN 18 YEAR TRIPLE CASK,Single Malt,"Speyside, Scotland",4.43,nan,https://distiller.com/spirits/the-macallan-18-year-triple-cask
MACALLAN LUMINA,Single Malt,"Highlands , Scotland",3.76,nan,https://distiller.com/spirits/macallan-lumina
BLADNOCH 10 YEAR,Single Malt,"Lowlands, Scotland",3.68,84,https://distiller.com/spirits/bladnoch-10-year
GLEN GRANT 15 YEAR BATCH STRENGTH 1ST EDITION,Single Malt,"Speyside, Scotland",3.82,88,https://distiller.com/spirits/glen-grant-15-year
THE SINGLETON OF DUFFTOWN TAILFIRE,Single Malt,"Speyside, Scotland",3.39,nan,https://distiller.com/spirits/singleton-of-dufftown-tailfire
BLADNOCH ADELA 15 YEAR,Single Malt,"Lowlands, Scotland",4.09,93,https://distiller.com/spirits/bladnoch-adela
BENRINNES 15 YEAR FLORA & FAUNA,Single Malt,"Speyside, Scotland",3.9,nan,https://distiller.com/spirits/benrinnes-15-year-old
THE GLENLIVET NÀDURRA OLOROSO CASK STRENGTH,Single Malt,"Speyside, Scotland",4.06,nan,https://distiller.com/spirits/the-glenlivet-nadurra-oloroso-cask-strength
GLENGOYNE LEGACY SERIES: CHAPTER ONE 2019,Single Malt,"Highlands, Scotland",3.7,82,https://distiller.com/spirits/glengoyne-legacy-series-chapter-one-2019
ARDMORE PORT WOOD FINISH,Single Malt,"Highlands, Scotland",3.94,nan,https://distiller.com/spirits/ardmore-port-wood-finish
SHIELDAIG SPEYSIDE SINGLE MALT,Single Malt,"Speyside, Scotland",3.3,nan,https://distiller.com/spirits/shieldaig-speyside-single-malt
GLENMORANGIE THE CADBOLL ESTATE 15 YEAR,Single Malt,"Highlands, Scotland",4.06,78,https://distiller.com/spirits/glenmorangie-the-cadboll-estate-15-year
SHIELDAIG ISLAY SINGLE MALT 14 YEAR,Single Malt,"Islay, Scotland",3.45,nan,https://distiller.com/spirits/shieldaig-islay-single-malt-14-year
TALISKER NEIST POINT,Single Malt,"Islands, Scotland",4.28,nan,https://distiller.com/spirits/talisker-neist-point
THE MACALLAN REFLEXION,Single Malt,"Highlands, Scotland",4.64,96,https://distiller.com/spirits/the-macallan-reflexion
AULTMORE 21 YEAR,Single Malt,"Speyside, Scotland",4.31,90,https://distiller.com/spirits/aultmore-21-year
BRUICHLADDICH ISLAY BARLEY 2006,Single Malt,"Islay, Scotland",3.86,nan,https://distiller.com/spirits/bruichladdich-islay-barley-2006
THE MACALLAN EDITION NO. 6,Single Malt,"Highlands, Scotland",4.19,90,https://distiller.com/spirits/the-macallan-edition-no-6
"ARRAN SHERRY CASK ""THE BODEGA""",Single Malt,"Islands, Scotland",3.88,nan,https://distiller.com/spirits/arran-sherry-cask-the-bodega
ARRAN 18 YEAR,Single Malt,"Islands, Scotland",4.04,nan,https://distiller.com/spirits/arran-18
THE GLENLIVET NÀDURRA FIRST FILL SELECTION (TRAVEL RETAIL),Single Malt,"Speyside, Scotland",3.91,nan,https://distiller.com/spirits/the-glenlivet-nadurra-first-fill-selection-travel-retail
GLENFIDDICH EXCELLENCE 26 YEAR,Single Malt,"Speyside, Scotland",4.35,nan,https://distiller.com/spirits/glenfiddich-excellence-26-year
GLENFIDDICH 30 YEAR,Single Malt,"Speyside, Scotland",4.73,nan,https://distiller.com/spirits/glenfiddich-30-year
THE BALVENIE RUM CASK 17 YEAR,Single Malt,"Speyside, Scotland",3.88,80,https://distiller.com/spirits/the-balvenie-rum-cask-17-year
KNOCKANDO 18 YEAR 1994,Single Malt,"Speyside, Scotland",3.63,nan,https://distiller.com/spirits/knockando-18-year-1994
VIRGINIA HIGHLAND MALT,Single Malt,"(Bottled in) Virginia, Scotland",3.93,89,https://distiller.com/spirits/virginia-highland-malt
SHIELDAIG ISLAY SINGLE MALT,Single Malt,"Islay, Scotland",3.26,nan,https://distiller.com/spirits/shieldaig-islay-single-malt
"GLENFIDDICH SELECT CASK EUROPEAN, BOURBON & RED WINE CASKS",Single Malt,Scotland,3.49,nan,https://distiller.com/spirits/glenfiddich-select-cask-european-bourbon-red-wine-casks
ISLAY STORM,Single Malt,"Islay, Scotland",3.13,nan,https://distiller.com/spirits/islay-storm
THE SINGLETON OF GLENDULLAN 18 YEAR,Single Malt,"Speyside, Scotland",3.64,88,https://distiller.com/spirits/the-singleton-of-glendullan-18-year
TOMINTOUL 12 YEAR OLOROSO CASK FINISH,Single Malt,"Speyside, Scotland",3.46,75,https://distiller.com/spirits/tomintoul-12-oloroso-finish
BENRIACH 20 YEAR,Single Malt,"Speyside, Scotland",3.98,92,https://distiller.com/spirits/benriach-20-year
THE SINGLETON OF GLEN ORD 18 YEAR,Single Malt,"Highland, Scotland",3.93,nan,https://distiller.com/spirits/the-singleton-of-glen-ord-18
DAILUAINE 16 YEAR FLORA & FAUNA,Single Malt,"Speyside, Scotland",3.87,82,https://distiller.com/spirits/dailuaine-16-year-flora-fauna
THE GLENLIVET MASTER DISTILLER'S RESERVE SMALL BATCH,Single Malt,"Speyside, Scotland",4.08,nan,https://distiller.com/spirits/the-glenlivet-master-distiller-s-reserve-small-batch
ANCNOC 18 YEAR,Single Malt,"Highlands, Scotland",3.95,90,https://distiller.com/spirits/ancnoc-18-year
TOMINTOUL SPEYSIDE GLENLIVET 14 YEAR,Single Malt,"Speyside, Scotland",3.31,78,https://distiller.com/spirits/tomintoul-14-speyside-glenlivet
GLEN GRANT 16 YEAR,Single Malt,"Speyside, Scotland",3.59,85,https://distiller.com/spirits/glen-grant-16-year
ABERLOUR A'BUNADH ALBA,Single Malt,"Speyside, Scotland",4.07,nan,https://distiller.com/spirits/aberlour-a-bunadh-alba
GLENFARCLAS 18 YEAR,Single Malt,"Highlands, Scotland",3.7,83,https://distiller.com/spirits/glenfarclas-18-year
JURA TURAS-MARA,Single Malt,"Islands, Scotland",3.59,nan,https://distiller.com/spirits/jura-turas-mara
GLENCADAM 15 YEAR,Single Malt,"Highlands, Scotland",3.69,nan,https://distiller.com/spirits/glencadam-15-year
BRUICHLADDICH THE LADDIE 8 YEAR,Single Malt,"Islay, Scotland",3.61,87,https://distiller.com/spirits/bruichladdich-the-laddie-8-year
GLENMORANGIE TÚSAIL,Single Malt,"Highlands, Scotland",3.92,82,https://distiller.com/spirits/glenmorangie-tusail
THE GLENLIVET DISTILLER’S RESERVE TRIPLE CASK MATURED,Single Malt,Scotland,3.71,nan,https://distiller.com/spirits/the-glenlivet-distiller-s-reserve-triple-cask-matured
AULTMORE 18 YEAR,Single Malt,"Speyside, Scotland",3.75,89,https://distiller.com/spirits/aultmore-18-year
MORTLACH 15 YEAR (GAME OF THRONES SIX KINGDOMS),Single Malt,Scotland,3.98,90,https://distiller.com/spirits/mortlach-15-year-game-of-thrones-six-kingdoms
THE GLENLIVET FIRST FILL 12 YEAR,Single Malt,"Speyside, Scotland",3.84,nan,https://distiller.com/spirits/the-glenlivet-first-fill-12-year
GLEN FOHDRY AITEAL AN ÒIR 12 YEAR,Single Malt,"Speyside, Scotland",3.47,nan,https://distiller.com/spirits/glen-fohdry-aiteal-an-oir-12-year
HAZELBURN 13 YEAR OLOROSO CASK MATURED,Single Malt,"Campbeltown, Scotland",4.17,nan,https://distiller.com/spirits/hazelburn-13-year-oloroso-cask-matured
THE ILEACH CASK STRENGTH,Single Malt,"Islay, Scotland",3.86,nan,https://distiller.com/spirits/the-ileach-cask-strength
THE MACALLAN ESTATE RESERVE 1824 SERIES,Single Malt,"Highlands, Scotland",4.36,nan,https://distiller.com/spirits/the-macallan-estate-reserve-1824-series
MACALLAN 12 YEAR OLD,Single Malt,"Speyside, Scotland",3.86,nan,https://distiller.com/spirits/macallan-12-year-old
GLENDRONACH REVIVAL 15 YEAR (2018 RELEASE),Single Malt,"Highlands, Scotland",4.12,88,https://distiller.com/spirits/glendronach-revival-15-year-2018-release
TOMATIN CASK STRENGTH,Single Malt,"Highlands, Scotland",3.48,84,https://distiller.com/spirits/tomatin-cask-strength
ARRAN CASK STRENGTH 12 YEAR BATCH 3,Single Malt,"Islands, Scotland",3.83,87,https://distiller.com/spirits/arran-cask-strength-12-year
TAMNAVULIN SHERRY CASK EDITION,Single Malt,"Speyside, Scotland",3.22,85,https://distiller.com/spirits/tamnavulin-sherry-cask-edition
GLEN MORAY ELGIN HERITAGE 12 YEAR,Single Malt,"Speyside, Scotland",3.4,nan,https://distiller.com/spirits/glen-moray-12-year-elgin-heritage
THE SINGLETON OF DUFFTOWN MALT MASTER'S SELECTION,Single Malt,"Speyside, Scotland",3.42,nan,https://distiller.com/spirits/the-singleton-of-dufftown-malt-master-s-selection
GLENFIDDICH GRAND CRU 23 YEAR,Single Malt,"Speyside, Scotland",4.13,92,https://distiller.com/spirits/glenfiddich-grand-cru-23-year
GLEN MORAY 16 YEAR,Single Malt,"Speyside, Scotland",3.61,nan,https://distiller.com/spirits/glen-moray-16-year
TAMDHU BATCH STRENGTH BATCH 001,Single Malt,"Speyside , Scotland",3.76,82,https://distiller.com/spirits/tamdhu-batch-strength-1
ANCNOC 24 YEAR,Single Malt,"Highlands, Scotland",4.31,92,https://distiller.com/spirits/ancnoc-24-year
THE MACALLAN FINE OAK 25 YEAR,Single Malt,"Highlands, Scotland",4.46,93,https://distiller.com/spirits/the-macallan-fine-oak-25
BENRIACH 15 YEAR TAWNY PORT FINISH,Single Malt,"Speyside, Scotland",3.87,90,https://distiller.com/spirits/benriach-15-year-tawny-port-finish
THE GLENROTHES ALBA RESERVE,Single Malt,"Speyside, Scotland",3.7,87,https://distiller.com/spirits/the-glenrothes-alba-reserve
FETTERCAIRN 12 YEAR,Single Malt,"Highlands, Scotland",3.44,81,https://distiller.com/spirits/fettercairn-12-year
GLEN SCOTIA 18 YEAR,Single Malt,"Campbeltown, Scotland",3.72,nan,https://distiller.com/spirits/glen-scotia-18-year
BRUICHLADDICH THE LADDIE 10 YEAR (2ND EDITION),Single Malt,"Islay, Scotland",4.08,91,https://distiller.com/spirits/bruichladdich-the-laddie-10-year-2nd-edition
"DALWHINNIE, HIGHLAND SINGLE MALT SCOTCH WHISKY 15 YEARS (NOT PEATED!)",Single Malt,"Highlands, Scotland",3.79,nan,https://distiller.com/spirits/dalwhinnie-highland-single-malt-scotch-whisky-15-years-not-peated
THE MACALLAN RARE CASK BLACK,Single Malt,"Highlands, Scotland",4.6,nan,https://distiller.com/spirits/the-macallan-rare-cask-black
THE GLENROTHES ROBUR RESERVE,Single Malt,"Speyside, Scotland",3.47,80,https://distiller.com/spirits/the-glenrothes-rober-reserve
BALBLAIR 2003 1ST RELEASE,Single Malt,"Highlands, Scotland",3.5,85,https://distiller.com/spirits/balblair-2003-1st-release
GLENGOYNE 17 YEAR,Single Malt,"Highlands, Scotland",3.83,92,https://distiller.com/spirits/glengoyne-17
MCCLELLAND'S SINGLE MALT LOWLAND,Single Malt,"Lowlands, Scotland",2.36,68,https://distiller.com/spirits/mcclelland-s-single-malt-lowland
BENRIACH 15 YEAR PEDRO XIMENEZ FINISH,Single Malt,"Speyside, Scotland",3.69,84,https://distiller.com/spirits/benriach-15-year-pedro-ximenez-finish
TOMATIN DUALCHAS,Single Malt,"Highlands , Scotland",3.54,nan,https://distiller.com/spirits/tomatin-dualchas
MACALLAN CLASSIC CUT (2018 RELEASE),Single Malt,"Highlands, Scotland",3.66,nan,https://distiller.com/spirits/the-macallan-classic-cut-2018
ARRAN THE BOTHY QUARTER CASK BATCH 1,Single Malt,"Islands, Scotland",3.85,nan,https://distiller.com/spirits/arran-the-bothy-quarter-cask
BENROMACH 100° PROOF,Single Malt,"Speyside, Scotland",3.96,nan,https://distiller.com/spirits/benromach-10-year-100-proof
BRUICHLADDICH BERE BARLEY 2008,Single Malt,"Islay, Scotland",3.74,nan,https://distiller.com/spirits/bruichladdich-bere-barley-2008
LONGMORN 15 YEAR,Single Malt,"Speyside, Scotland",4.3,nan,https://distiller.com/spirits/longmorn-15-year-old
LAGAVULIN DISTILLERS EDITION (DISTILLED 2003 BOTTLED 2019),Single Malt,"Islay , Scotland",4.31,nan,https://distiller.com/spirits/lagavulin-distillers-edition-distilled-2003-bottled-2019
BEN BRACKEN SPEYSIDE SINGLE MALT,Single Malt,Scotland,2.73,nan,https://distiller.com/spirits/ben-bracken-speyside-single-malt
GLENALLACHIE 10 YEAR CASK STRENGTH BATCH 1,Single Malt,"Speyside, Scotland",3.86,nan,https://distiller.com/spirits/the-glenallachie-10-year-cask-strength-batch-1
DEANSTON 2008 BORDEAUX RED WINE,Single Malt,"Highlands, Scotland",4.13,86,https://distiller.com/spirits/deanston-2008-bordeaux-red-wine
TULLIBARDINE THE MURRAY,Single Malt,"Highland, Scotland",3.89,nan,https://distiller.com/spirits/tullibardine-the-murray
THE DEVERON 18 YEAR,Single Malt,"HIghlands, Scotland",3.91,90,https://distiller.com/spirits/the-deveron-18-year
BENROMACH IMPERIAL PROOF,Single Malt,"Speyside, Scotland",4.11,88,https://distiller.com/spirits/benromach-imperial-proof
GLENCADAM 21 YEAR,Single Malt,"Highlands, Scotland",3.8,88,https://distiller.com/spirits/glencadam-21-year
KIRKLAND 22 YEAR SPEYSIDE,Single Malt,"Speyside, Scotland",4.25,nan,https://distiller.com/spirits/kirkland-22-year-speyside
BALBLAIR 12 YEAR,Single Malt,"Highlands, Scotland",3.32,84,https://distiller.com/spirits/balblair-12-year
ROYAL BRACKLA 21 YEAR,Single Malt,"Highlands, Scotland",4.22,94,https://distiller.com/spirits/royal-brackla-21-year
GLENFIDDICH SNOW PHOENIX,Single Malt,"Speyside, Scotland",4.64,89,https://distiller.com/spirits/glenfiddich-snow-phoenix
THE GLENLIVET ENIGMA,Single Malt,"Speyside, Scotland",3.89,nan,https://distiller.com/spirits/the-glenlivet-enigma
THE GLENLIVET CODE,Single Malt,"Speyside, Scotland",3.45,84,https://distiller.com/spirits/the-glenlivet-code
CAOL ILA 17 YEAR (2015 SPECIAL RELEASE),Single Malt,"Islay, Scotland",4.03,nan,https://distiller.com/spirits/caol-ila-17-year-2015-special-release
SPEY RIVER DOUBLE CASK SINGLE MALT,Single Malt,"Speyside, Scotland",3.29,83,https://distiller.com/spirits/spey-river-double-cask-single-malt
JURA ELIXIR,Single Malt,"Islands, Scotland",3.22,nan,https://distiller.com/spirits/jura-elixir
MORTLACH 18 YEAR,Single Malt,"Speyside, Scotland",4.05,85,https://distiller.com/spirits/mortlach-18-year
BENRIACH SHERRY WOOD 12 YEAR,Single Malt,"Speyside , Scotland",3.38,nan,https://distiller.com/spirits/benriach-sherry-wood-12-year
THE SINGLETON OF DUFFTOWN 15 YEAR,Single Malt,"Speyside, Scotland",3.61,83,https://distiller.com/spirits/the-singleton-of-dufftown-15-year
GLEN MORAY ELGIN HERITAGE 18 YEAR,Single Malt,"Speyside, Scotland",3.82,nan,https://distiller.com/spirits/glen-moray-elgin-heritage-18-year
THE MACALLAN M,Single Malt,"Highlands, Scotland",4.26,98,https://distiller.com/spirits/the-macallan-m
GLENTURRET 10 YEAR,Single Malt,"Highlands, Scotland",3.41,77,https://distiller.com/spirits/glenturret-10-year
THE ARRAN MALT 14 Y,Single Malt,"Isle of Arran, Scotland",3.5,nan,https://distiller.com/spirits/the-arran-malt-14-y
TAMDHU BATCH STRENGTH BATCH 004,Single Malt,"Speyside, Scotland",4.03,nan,https://distiller.com/spirits/tamdhu-batch-strength-batch-004
THE GLENLIVET CIPHER,Single Malt,"Speyside, Scotland",4.04,89,https://distiller.com/spirits/the-glenlivet-cipher
"THE BALVENIE ""THIRTY"" 30 YEAR",Single Malt,"Speyside, Scotland",4.43,nan,https://distiller.com/spirits/the-balvenie-thirty-30-year
AUCHENTOSHAN VIRGIN OAK,Single Malt,"Lowlands, Scotland",3.5,84,https://distiller.com/spirits/auchentoshan-virgin-oak
BENRIACH THE ORIGINAL TEN,Single Malt,"Speyside, Scotland",3.68,87,https://distiller.com/spirits/benriach-the-original-ten
BRUICHLADDICH BERE BARLEY 2010,Single Malt,"Islay, Scotland",4.06,93,https://distiller.com/spirits/bruichladdich-bere-barley-2010
KINGSBARNS DREAM TO DRAM,Single Malt,"Lowlands, Scotland",3.35,nan,https://distiller.com/spirits/kingsbarns-dream-to-dram
BRUICHLADDICH BERE BARLEY 2008 ISLAY GROWN: DUNLOSSIT ESTATE,Single Malt,"Islay, Scotland",3.66,86,https://distiller.com/spirits/bruichladdich-bere-barley-2008-islay-grown
BRUICHLADDICH THE ORGANIC 2009 MID COUL FARMS,Single Malt,"Islay, Scotland",3.84,89,https://distiller.com/spirits/bruichladdich-the-organic-2009
GLENGOYNE DISTILLER'S GOLD 15 YEAR,Single Malt,"Highlands, Scotland",4.01,nan,https://distiller.com/spirits/glengoyne-distiller-s-gold-15-year
OLD PULTENEY NOSS HEAD,Single Malt,"Highlands, Scotland",3.47,75,https://distiller.com/spirits/old-pulteney-noss-head
TULLIBARDINE 20 YEAR,Single Malt,"Highlands, Scotland",4.11,89,https://distiller.com/spirits/tullibardine-20-year
KILCHOMAN SANAIG 2018,Single Malt,"Islay, Scotland",3.87,nan,https://distiller.com/spirits/kilchoman-sanaig-2018
GLENFIDDICH OUR ORIGINAL TWELVE,Single Malt,"Speyside, Scotland",3.41,nan,https://distiller.com/spirits/glenfiddich-our-original-twelve
TAMDHU BATCH STRENGTH BATCH 003,Single Malt,"Speyside, Scotland",4.23,nan,https://distiller.com/spirits/tamdhu-batch-strength-003
BRUICHLADDICH BLACK ART 1990 06.1 EDITION 26 YEAR,Single Malt,"Islay, Scotland",4.49,90,https://distiller.com/spirits/bruichladdich-black-art-1990-06-1-edition
BOWMORE 12 YEAR ENIGMA,Single Malt,"Islay, Scotland",3.86,nan,https://distiller.com/spirits/bowmore-12-year-enigma
LOCH LOMOND INCHMURRIN 18 YEAR,Single Malt,"Highlands, Scotland",3.84,88,https://distiller.com/spirits/inchmurrin-18-year
GLENMORANGIE COMPANTA,Single Malt,"Highlands, Scotland",4.33,87,https://distiller.com/spirits/glenmorangie-companta
BALBLAIR 1989 2ND RELEASE,Single Malt,"Highlands, Scotland",4.24,93,https://distiller.com/spirits/balblair-1989-2nd-release
TOMATIN 15 YEAR (43%),Single Malt,"Highlands, Scotland",3.39,86,https://distiller.com/spirits/tomatin-15-year
GLENFIDDICH OUR SOLERA FIFTEEN,Single Malt,"Speyside, Scotland",3.88,nan,https://distiller.com/spirits/glenfiddich-our-solera-fifteen
GLENMORANGIE ASTAR 2017 EDITION,Single Malt,"Highlands, Scotland",4.06,88,https://distiller.com/spirits/glenmorangie-astar-2017-edition
ABERLOUR 15 YEAR SELECT CASK RESERVE,Single Malt,"Highlands, Scotland",3.77,85,https://distiller.com/spirits/aberlour-15-year-select-cask-reserve
GLEN GRANT 18 YEAR,Single Malt,"Speyside, Scotland",3.97,85,https://distiller.com/spirits/glen-grant-18-year
ABERFELDY 18 YEAR,Single Malt,"Highlands, Scotland",3.94,nan,https://distiller.com/spirits/aberfeldy-18-year
BENRIACH SHERRY MATURED 12 YEAR (DISCONTINUED),Single Malt,"Speyside, Scotland",3.91,nan,https://distiller.com/spirits/benriach-sherry-matured-12-year
TAMDHU BATCH STRENGTH BATCH 002,Single Malt,"Speyside, Scotland",4.14,93,https://distiller.com/spirits/tamdhu-batch-strength-002
THE MACALLAN FINE OAK 18 YEAR,Single Malt,"Highlands, Scotland",3.91,83,https://distiller.com/spirits/the-macallan-fine-oak-18-year
JURA 21 YEAR,Single Malt,"Islands, Scotland",3.87,88,https://distiller.com/spirits/isle-of-jura-21-year-old
GLENMORANGIE EALANTA,Single Malt,"Highlands, Scotland",4.4,nan,https://distiller.com/spirits/glenmorangie-ealanta
TAMDHU 12 YEAR,Single Malt,"Speyside, Scotland",3.67,86,https://distiller.com/spirits/tamdhu-12-year
WOLFBURN AURORA,Single Malt,"Highland, Scotland",2.94,nan,https://distiller.com/spirits/wolfburn-aurora
GLENGOYNE 25 YEAR,Single Malt,"Highlands, Scotland",4.79,92,https://distiller.com/spirits/glengoyne-25-year
THE MACALLAN EDITION NO. 1,Single Malt,"Highlands, Scotland",3.88,86,https://distiller.com/spirits/the-macallan-edition-no-1
THE GLENLIVET MASTER DISTILLER’S RESERVE SOLERA VATTED,Single Malt,"Speyside, Scotland",3.7,nan,https://distiller.com/spirits/the-glenlivet-master-distiller-s-reserve-solera-vatted
HAZELBURN 12 YEAR,Single Malt,"Campbeltown, Scotland",3.68,82,https://distiller.com/spirits/hazelburn-12-year
THE SINGLETON OF GLENDULLAN 15 YEAR,Single Malt,"Speyside, Scotland",3.59,86,https://distiller.com/spirits/the-singleton-of-glendullan-15-year
LOCH LOMOND 18 YEAR,Single Malt,"Highlands , Scotland",3.55,85,https://distiller.com/spirits/loch-lomond-18-year
GLENDRONACH THE HIELAN' 8 YEAR,Single Malt,"Highlands, Scotland",3.37,83,https://distiller.com/spirits/glendronach-the-hielan-8-year
GLENDRONACH CASK STRENGTH BATCH 1,Single Malt,"Highlands, Scotland",4.2,nan,https://distiller.com/spirits/glendronach-cask-strength
LISMORE SINGLE MALT,Single Malt,"Speyside, Scotland",2.87,nan,https://distiller.com/spirits/lismore-single-malt
LONGMORN THE DISTILLER'S CHOICE,Single Malt,"Speyside, Scotland",3.93,nan,https://distiller.com/spirits/longmorn-the-distiller-s-choice
ABERLOUR 15 YEAR DOUBLE CASK MATURED,Single Malt,"Highlands, Scotland",3.94,nan,https://distiller.com/spirits/aberlour-15-year-double-cask-matured
TOBERMORY 15 YEAR,Single Malt,"Islands, Scotland",4.1,86,https://distiller.com/spirits/tobermory-15-year
KILCHOMAN 100% ISLAY 2ND EDITION,Single Malt,"Islay, Scotland",3.63,87,https://distiller.com/spirits/kilchoman-100-islay
BALLANTINE'S GLENBURGIE 15 YEAR,Single Malt,"Speyside, Scotland",3.69,81,https://distiller.com/spirits/ballantine-s-glenburgie-15-year
ARRAN LOCHRANZA RESERVE,Single Malt,"Islands, Scotland",3.3,nan,https://distiller.com/spirits/arran-lochranza-reserve
GLEN DEVERON 20 YEAR,Single Malt,"Highlands, Scotland",3.47,nan,https://distiller.com/spirits/glen-deveron-20-year
GLENFIDDICH THE ORIGINAL,Single Malt,"Speyside, Scotland",3.38,85,https://distiller.com/spirits/glenfiddich-the-original
BENRIACH 16 YEAR,Single Malt,"Speyside, Scotland",3.65,89,https://distiller.com/spirits/benriach-16
THE BALVENIE TUN 1509 BATCH 1,Single Malt,"Speyside, Scotland",4.63,98,https://distiller.com/spirits/the-balvenie-tun-1509-batch-1
GLENFARCLAS 40 YEAR,Single Malt,"Highlands, Scotland",4.47,94,https://distiller.com/spirits/glenfarclas-40
